Type,Planned For,Filed Against,ID,Requirement Type,Summary,Severity,Customer Impact,State,Customer Name,Region,Tag,Owner,Priority,FMEA Total,Creation Date,Resolution date,Modification Time
Issue,Designer Rev1.9.0 SP4 Sprint2,DIAStudio/DIADesigner,517180,Anomaly,[JIRA] (運動控制) [IABGVOC-285] CORNER-2536 - 运动参数设置-急停加速度，设置的参数与实际差1000倍,Critical,Medium,Closed,蔡弘晉,IA Internal-SC,"motion_axisset, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/5/16 上午 10:35,2026/5/18 下午 6:51
Issue,Unassigned,DIAStudio/DIADesigner,517179,Anomaly,[JIRA] (程式編輯) CORNER-2562 - 中文变量建立在局部会编译报错,Major,Low,Closed,蔡弘晉,IA Internal-SC,"programming_compile, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/5/16 上午 10:14,2025/6/9 下午 1:42
Issue,Designer Rev1.9.0 SP4 Sprint2,DIAStudio/DIADesigner,517178,Anomaly,[JIRA] (程式編輯) [IABGVOC-287] CORNER-2569 - POU名称取的跟lib namesapce相同会冲突，但Designer没有正确的报错,Major,Low,Closed,蔡弘晉,IA Internal-SC,"programming_lang_ld, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/5/16 上午 10:13,2026/5/18 下午 6:50
Issue,Unassigned,DIAStudio/DIADesigner,517177,Anomaly,[JIRA] (程式編輯) CORNER-2654 - 軟件報未將對象引用設置到對象的實例錯誤,Critical,Medium,Closed,蔡弘晉,IA Internal-SC,"programming_lang, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/5/16 上午 10:13,2025/6/9 下午 1:42
Issue,Unassigned,DIAStudio/DIADesigner,517176,Anomaly,[JIRA] (硬體配置) CORNER-2699 - 本體軸IO映射分配地址衝突,Critical,Medium,Closed,蔡弘晉,IA Internal-SC,"iolink, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/5/16 上午 10:12,2025/6/9 下午 1:42
Issue,Unassigned,DIAStudio/DIADesigner,517175,Anomaly,[JIRA] (運動控制) Issue 388761 - W3A本体轴与外扩轴分配地址冲突,Critical,Medium,Closed,蔡弘晉,IA Internal-SC,"motion_axisset, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/5/16 上午 10:11,2025/6/9 下午 1:42
Issue,Unassigned,DIAStudio/DIADesigner,517173,Anomaly,[JIRA] (網路配置) Issue 382025 - 軟件IO映射-EtherCAT IO映射裡邊的變量消失，沒有顯示,Critical,Medium,Closed,蔡弘晉,IA Internal-SC,"devnetwork_ethercat, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/5/16 上午 9:52,2025/6/9 下午 1:42
Issue,Unassigned,DIAStudio/DIADesigner,517172,Anomaly,[JIRA] (網路配置) Issue 379669 - EtherCAT Master測試時，遇到Designer的CoE字典存取工具會出現不合理的連線狀況(多條)，且Designer會斷線,Critical,High,Closed,蔡弘晉,IA Internal-SC,"devnetwork_ethercat, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/6/19 下午 5:47,2025/6/19 下午 5:47
Issue,Unassigned,DIAStudio/DIADesigner,517171,Anomaly,[JIRA] (網路配置) 未知操作導致Ether CAT IO映射頁面顯示空白,Major,Low,Closed,蔡弘晉,IA Internal-SC,"devnetwork_ethercat, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/5/16 上午 9:51,2025/6/9 下午 1:42
Issue,Designer Rev1.9.0 SP4 Sprint2,DIAStudio/DIADesigner,517170,Anomaly,[JIRA] (程式編輯) [IABGVOC-335] CORNER-3184 - PackML建立的功能块，数组下标的状态不显示,Critical,Medium,Closed,蔡弘晉,IA Internal-SC,"programming_lang, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/5/16 上午 9:50,2026/5/18 下午 6:51
Issue,Unassigned,DIAStudio/DIADesigner,517169,Anomaly,[JIRA] (調適) CORNER-3218 - 示波器突然出现无法开启，示波器选项卡关掉重开，还是无法开启,Critical,Medium,Closed,蔡弘晉,IA Internal-SC,"oscilloscope, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/5/16 上午 9:49,2025/6/9 下午 1:42
Issue,Unassigned,DIAStudio/DIADesigner,517168,Anomaly,[JIRA] (調適) CORNER-3382 - 监控表页面无法监控自建的PackML功能块，其内部数组下的成员状态,Critical,Medium,Closed,蔡弘晉,IA Internal-SC,"programming_monitable, jira_voc_mok",Unassigned,Medium,16,2025/5/15 下午 7:13,2025/5/16 上午 10:08,2025/6/9 下午 1:42
Issue,Unassigned,DIAStudio/DIADesigner,517167,Anomaly,[JIRA] (程式編輯) DIADesigner 二维数组变量导出显示列不对，再次导入提示失败,Critical,Medium,Closed,陳會杰,IA Internal-SC,"programming_glovar, jira_voc_sc",Unassigned,Medium,16,2025/5/15 下午 7:12,2025/5/15 下午 7:34,2025/6/9 下午 1:41
Issue,Unassigned,DIAStudio/DIADesigner,517166,Anomaly,[JIRA] (程式編輯) Corner軟件畫面變量表EIP_Tag_Table能否刪除,Critical,High,Closed,陳壽乾,IA Internal-CoreTech,"programming_glovar, jira_voc_mok",Unassigned,High,600,2025/5/15 下午 7:12,2025/5/15 下午 7:25,2025/6/9 下午 1:49
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,517165,Anomaly,[JIRA] (程式編輯) [IABGVOC-525] MC_HaltSuperimposed、MC_ReadAxisError、MC_VelocityControl2、MC_HaltSuperimposed建变量就报错,Critical,Medium,Closed,辛昱錦,IA Internal-SC,"programming_glovar, jira_voc_sc",Unassigned,Medium,16,2025/5/15 下午 7:12,2025/5/15 下午 7:25,2026/5/18 下午 6:56
Issue,Unassigned,DIAStudio/DIADesigner,517164,Anomaly,[JIRA] (程式編輯) 仿真模式下对StepControl进行操作，二维数组的值是0没有变动，抓取波形是正常值,Blocker,High,Closed,辛昱錦,IA Internal-SC,"programming_lang_ld, jira_voc_sc",Unassigned,Medium,16,2025/5/15 下午 7:12,2025/5/15 下午 7:24,2025/6/9 下午 1:40
Issue,Unassigned,DIAStudio/DIADesigner,517163,Anomaly,[JIRA] (運動控制) 轴参数设置页面，数据输入框无法用：复制-粘贴等快捷键,Minor,Remote,Closed,陳會杰,IA Internal-SC,"motion_axisset, jira_voc_sc",Unassigned,Medium,16,2025/5/15 下午 7:12,2025/5/15 下午 7:18,2025/6/9 下午 1:41
Issue,Unassigned,DIAStudio/DIADesigner,517162,Anomaly,[JIRA] (調適) 在STEP_ControlProcedure的POU内触发单此仅执行一步，如果在监控变量表中触发会执行2~3步,Blocker,High,Closed,郭德山,IA Internal-SC,"programming_monitable, jira_voc_sc",Unassigned,Medium,16,2025/5/15 下午 7:12,2025/5/15 下午 7:18,2025/6/9 下午 1:41
Issue,Unassigned,DIAStudio/DIADesigner,517161,Anomaly,[JIRA] (程式編輯) 基本FB引脚无注释数据类型等说明,Blocker,High,Closed,郭德山,IA Internal-SC,"programming_lang_ld, jira_voc_sc",Unassigned,Medium,16,2025/5/15 下午 7:12,2025/5/15 下午 7:18,2025/6/9 下午 1:41
Issue,Unassigned,DIAStudio/DIADesigner,517159,Anomaly,[JIRA] (程式編輯) DIADesigner软件出现库界面，显示异常，双击左侧库管理器后OK了,Minor,Remote,Closed,陳會杰,IA Internal-SC,"programming_lang, jira_voc_sc",Unassigned,Medium,16,2025/5/15 下午 7:12,2025/5/15 下午 7:18,2025/6/9 下午 1:41
Issue,Unassigned,DIAStudio/DIADesigner,517158,Anomaly,[JIRA] (程式編輯) Corner软体ST语言输入Axis.McMoveRelative无法带出对应FC指令参数,Blocker,High,Closed,郭德山,IA Internal-SC,"programming_lang_st, jira_voc_sc",Unassigned,Medium,16,2025/5/15 下午 7:12,2025/5/15 下午 7:16,2025/6/9 下午 1:41
Issue,Unassigned,DIAStudio/DIADesigner,517157,Anomaly,[JIRA] (運動控制) Designer-SP4邏輯軸原本有綁定DM，當把對應的DM刪掉之後，編譯沒有報錯,Critical,Medium,Closed,陳嘉俊,IA Internal-SC,"motion_axisset, jira_voc_ims",Unassigned,Medium,16,2025/5/15 下午 7:12,2025/5/15 下午 7:16,2025/10/7 下午 4:11
Issue,Unassigned,DIAStudio/DIADesigner,516708,Anomaly,[JIRA] (調適) 更新了DIADesigner 1.9.0.39 SP4_Trial后，目前示波器添加监控变量后没有办法打字 (3/3),Critical,High,Closed,辛昱錦,IA Internal-SC,"1.10.0_initial, programming_monitable, jira_voc_sc",Unassigned,High,600,2025/5/14 下午 4:21,2025/5/14 下午 4:21,2025/6/9 下午 1:40
Issue,Designer Rev1.12.0 Sprint1,DIAStudio/DIADesigner,516487,Anomaly,[JIRA] (程式編輯) [IABGVOC-885] Corner软体Time变量无法进行初始化赋值,Major,High,Closed,郭德山,IA Internal-SC,"w3a, programming_glovar, 1.10.0_initial, jira_voc_sc, programming_monitable, 1.12.0_add, userstory_yes, testcase_done",KF.LIU 劉桂輔,High,600,2025/5/13 下午 6:12,2025/11/24 下午 1:17,2026/4/21 下午 6:16
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,516484,Anomaly,[JIRA] (專案管理) [IABGVOC-825] 下载时出现未知原因：卡在此处无法：开始传输,Critical,High,Closed,陳會杰,IA Internal-SC,"downloaduploadmgr, w3a, jira_voc_sc, te_checked, issue2auto_todo, issue2auto_done",Unassigned,High,240,2025/5/13 下午 5:39,2025/7/3 上午 10:08,2026/5/18 下午 6:53
Issue,Unassigned,DIAStudio/DIADesigner,516459,Anomaly,[JIRA] (程式編輯) Issue 375898 - 梯形图True显示问题,Minor,Medium,Closed,陳會杰,IA Internal-SC,"programming_lang_ld_monitor, jira_voc_sc",ELVIS.CT.CHANG 張錦宗,High,120,2025/5/13 下午 3:47,2025/6/19 下午 6:02,2025/7/3 上午 10:19
Issue,Designer Rev1.11.0 Sprint3,DIAStudio/DIADesigner,516458,Anomaly,[JIRA] (專案管理) 有出现一次下载过程中：软件提示报error code = ‘2’，点击确定后，然后软件未知原因卡死，导出对应韧体log和DIADesigner log,Major,Medium,Closed,陳會杰,IA Internal-SC,"downloaduploadmgr, jira_voc_sc",Unassigned,Medium,144,2025/5/13 下午 3:47,2025/6/19 下午 5:48,2026/5/18 下午 6:46
Issue,Designer Rev1.9.0 SP4 Sprint2,DIAStudio/DIADesigner,516457,Anomaly,[JIRA] (專案管理) [IABGVOC-182] Issue 386290 - Designer編譯時，跳出警告，沒辦法編譯專案，且Designer當掉 - JIRA of Delta Electronics,Critical,High,Closed,陳嘉俊,IA Internal-CoreTech,"diadesigner_file_load, jira_voc_ims",Unassigned,High,240,2025/5/13 下午 3:47,2025/7/1 下午 1:30,2026/5/18 下午 6:48
Issue,Unassigned,DIAStudio/DIADesigner,516456,Anomaly,[JIRA] (調適) Issue 411600 - 示波器添加变量时，当采用QQ拼音中文输入，软件会宕机并直接关闭,Critical,High,Closed,陳會杰,IA Internal-SC,"oscilloscope, jira_voc_sc",Unassigned,High,600,2025/5/13 下午 3:47,2025/6/18 下午 2:26,2025/7/3 上午 10:18
Issue,Designer Rev1.9.0 SP4 Sprint1,DIAStudio/DIADesigner,516455,Anomaly,[JIRA] (程式編輯) [IABGVOC-536] Intellisense 無法顯示功能塊 method,Critical,Medium,Closed,蔡維哲,IA Internal-CoreTech,"programming_poutype_fb, jira_voc_mok",KF.LIU 劉桂輔,High,360,2025/5/13 下午 3:47,2025/6/18 下午 2:27,2026/5/18 下午 6:50
Issue,Unassigned,DIAStudio/DIADesigner,516454,Anomaly,[JIRA] (程式編輯) 庫無法顯示 method 選項,Critical,Medium,Closed,蔡維哲,IA Internal-CoreTech,"librarymanager, jira_voc_mok",Unassigned,High,360,2025/5/13 下午 3:47,2025/5/14 下午 4:43,2025/6/9 上午 11:51
Issue,Unassigned,DIAStudio/DIADesigner,516453,Anomaly,[JIRA] (程式編輯) 帶有基底的FB裏編寫軸控制指令的時候，選擇首字母再左鍵的時候彈框時好時壞，有時候打完都不會出現,Major,Medium,Closed,辛昱錦,IA Internal-SC,"programming_lang_st_edit, jira_voc_sc",KF.LIU 劉桂輔,Medium,16,2025/5/13 下午 3:47,2025/6/19 下午 6:00,2025/6/19 下午 6:00
Issue,Unassigned,DIAStudio/DIADesigner,516452,Anomaly,[JIRA] (運動控制) Issue 375891 - 轴设置-复归原点设置-回原点模式，修改后需要软体重开才能生效,Blocker,High,Closed,陳會杰,IA Internal-SC,"motion_axisset, jira_voc_sc",Unassigned,High,1000,2025/5/13 下午 3:47,2025/5/14 下午 4:41,2025/7/3 上午 10:19
Issue,Unassigned,DIAStudio/DIADesigner,516451,Anomaly,[JIRA] (程式編輯) 新增 FN 到 pou 後編譯會出現奇怪的錯誤,Critical,Medium,Closed,蔡弘晉,IA Internal-CoreTech,"programming_poutype_func, jira_voc_mok",Unassigned,High,360,2025/5/13 下午 3:47,2025/5/14 下午 5:29,2025/6/9 下午 1:46
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,516378,Anomaly,[JIRA] (程式編輯) [IABGVOC-796] ST和LD变量的注释都没有显示，建议需要显示出来，方便使用者参考其注释 - JIRA of Delta Electronics,Critical,High,Closed,陳會杰,IA Internal-SC,"1.11.0_initial, jira_voc_sc, issue2auto_todo, w3a",KF.LIU 劉桂輔,High,600,2025/5/13 上午 11:52,2025/7/31 下午 3:30,2026/1/23 上午 11:17
Issue,Designer Rev1.12.0 Sprint1,DIAStudio/DIADesigner,516373,Anomaly,[JIRA] (程式編輯) [IABGVOC-823] IEC 程式的變數監控框顯示異常,Minor,Medium,Closed,程政罡,IA Internal-CoreTech,"programming_lang_st_monitor, w3a, jira_voc_mok, issue2auto_todo, userstory_yes, testcase_done, 1.12.0_add",KF.LIU 劉桂輔,High,120,2025/5/13 上午 11:34,2025/11/25 下午 3:10,2026/4/21 下午 6:16
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,513548,Anomaly,[JIRA] (調適) [IABGVOC-721] 示波器监控结构体下标时，鼠标滚轮一滑动，容易会把原通道设置的变量内容切换掉 - JIRA of Delta Electronics,Minor,Remote,Closed,陳會杰,IA Internal-SC,"oscilloscope, 1.11.0_initial, w3a, diacorner, jira_voc_sc, te_checked, issue2auto_manual",JENNY.HY.CHEN 陳湘筠,High,240,2025/5/9 下午 2:33,2025/7/23 下午 6:07,2025/10/30 下午 5:21
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,512981,Anomaly,[JIRA](調適) [IABGVOC-814] 示波器删除某行中间通道后，光标会停留第一行，容易误删除第一行 - JIRA of Delta Electronics,Minor,Remote,Closed,陳會杰,IA Internal-SC,"1.11.0_initial, w3a, diacorner, oscilloscope, jira_voc_sc, te_checked, issue2auto_todo",JENNY.HY.CHEN 陳湘筠,High,240,2025/5/7 上午 11:48,2025/7/22 下午 5:14,2025/10/30 下午 5:23
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,512818,Anomaly,[JIRA](庫管理器) [IABGVOC-397] DIADesigner的PackML库安装手顺编译异常显示 - JIRA of Delta Electronics,Minor,Low,Closed,陳會杰,IA Internal-SC,"librarymanager, w3a, jira_voc_sc, te_checked, 1.11.0_initial, issue2auto_todo",PINGCHIN.WANG 王昞清,High,400,2025/5/6 下午 5:14,2025/7/21 下午 1:17,2025/10/30 下午 5:23
Issue,Designer Rev1.12.0 Sprint1,DIAStudio/DIADesigner,512764,Anomaly,[JIRA] (全域變數) [IABGVOC-832] 变量导出CSV，然后再导入到程序变量时，MC_PARAMETER_NUMBER格式原设置的固定地址，没有了,Critical,High,Closed,陳會杰,IA Internal-SC,"jira_voc_sc, te_checked, 1.12.0_initial, userstory_yes, testcase_done",ORLANDO.LAN 藍順騰,High,400,2025/5/6 下午 3:09,2025/12/12 下午 1:31,2026/4/21 下午 6:16
Issue,Designer Rev1.10.0 Sprint3,DIAStudio/DIADesigner,512486,Anomaly,[JIRA](程式編輯) 開啟兩個 Corner Device 專案後編譯不應該共用同一個資料夾 (3/3),Major,Medium,Closed,鄧亨禮,IA Internal-CoreTech,"w3a, programming_lang_ld_compile, programming_lang_st_compile, 1.10.0_add, jira_voc_mok",HENRY.DENG 鄧亨禮,High,240,2025/5/5 上午 11:56,2025/5/20 下午 7:38,2026/1/12 下午 7:07
Issue,Designer Rev1.12.0 Sprint1,DIAStudio/DIADesigner,511948,Anomaly,[JIRA](程式編輯) [IABGVOC-550] 建立了FB并对其建立变量，無法自動列出選項,Critical,High,Closed,辛昱錦,IA Internal-SC,"w3a, programming_intellisense, 1.11.0_initial, jira_voc_sc, need_triage, issue2auto_todo, 1.12.0_add, userstory_yes, testcase_done",KF.LIU 劉桂輔,High,600,2025/4/29 下午 6:14,2025/12/16 下午 2:44,2026/5/8 下午 3:21
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,511934,Anomaly,[JIRA](調適) [IABGVOC-816] 示波器通道，ΔY的计算的数据有问题,Major,Medium,Closed,陳會杰,IA Internal-SC,"w3a, jira_voc_sc, te_cantrepro",Unassigned,Medium,48,2025/4/29 下午 4:48,2025/7/1 下午 4:47,2026/5/18 下午 6:49
Issue,Designer Rev1.11.0 Sprint2,DIAStudio/DIADesigner,511923,Anomaly,[JIRA](調適) [IABGVOC-826] 示波器出现：数据撷取中，无法关闭示波器 - JIRA of Delta Electronics,Major,Medium,Closed,陳會杰,IA Internal-SC,"w3a, 1.11.0_initial, jira_voc_sc, te_cantrepro, schedule_srs, issue2auto_manual",JENNY.HY.CHEN 陳湘筠,Medium,48,2025/4/29 下午 4:07,2025/9/15 下午 4:02,2025/10/30 下午 5:23
Issue,Designer Rev1.10.0 Sprint2,DIAStudio/DIADesigner,511715,Anomaly,[JIRA] (調適) W3A 機種專案樹中 Commisiong 節點消失不見 (3/3),Blocker,High,Closed,陳威仲,IA Internal-CoreTech,"w3a, programming_monitable, 1.10.0_initial, jira_voc_mok",JOHNNY.MC.YEH 葉明勳,High,1000,2025/4/28 下午 5:44,2025/5/20 下午 2:00,2025/6/13 上午 11:14
Issue,Designer Rev1.10.0 Sprint2,DIAStudio/DIADesigner,510982,Anomaly,[JIRA] (全域變數) 匯入無法辨識的Array資料型態，DIADesigner會Crash，會導致專案無法存檔 (3/3),Blocker,High,Closed,郭德山,IA Internal-SC,"1.10.0_add, jira_voc_sc",PINGCHIN.WANG 王昞清,High,1000,2025/4/24 下午 3:20,2025/5/29 上午 11:51,2025/6/13 上午 11:14
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,510978,Anomaly,[JIRA](全域變數) [IABGVOC-837] 变量初始值，设置10的n次方时，无法再导入CSV到变量，只会导入常数部分，10的n次方部分会删除 - JIRA of Delta Electronics,Critical,High,Closed,陳會杰,IA Internal-SC,"programming_glovar, corner, w3a, 1.11.0_initial, jira_voc_sc, te_checked, issue2auto_todo, issue2auto_done",KF.LIU 劉桂輔,High,400,2025/4/24 下午 3:12,2025/8/13 下午 4:35,2025/10/30 下午 5:23
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,510903,Anomaly,[JIRA](庫管理器) [IABGVOC-820] 庫安裝異常 (3/3),Critical,High,Closed,陳軍宇,IA Internal-CoreTech,"librarymanager, w3a, 1.11.0_initial, jira_voc_mok, issue2auto_todo, issue2auto_done",PINGCHIN.WANG 王昞清,High,600,2025/4/24 上午 11:45,2025/9/15 上午 9:35,2026/1/12 下午 7:07
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,510879,Anomaly,[JIRA](全域變數) [IABGVOC-833] 无法对数组结构体等数据变量进行初始赋值 - JIRA of Delta Electronics,Blocker,High,Closed,郭德山,IA Internal-SC,"programming_glovar, w3a, 1.11.0_initial, jira_voc_sc, te_checked, issue2auto_todo, issue2auto_done",KF.LIU 劉桂輔,High,400,2025/4/24 上午 10:54,2025/7/21 下午 3:06,2025/10/30 下午 5:23
Issue,Unassigned,DIAStudio/DIADesigner,509211,Anomaly,[JIRA](調適)示波器在挪各个通道的位置后再进行抓取，点击启动没办法启动(0/3),Major,Medium,Closed,辛昱錦,IA Internal-SC,"w3a, jira_voc_sc",Unassigned,Medium,240,2025/4/16 下午 1:20,2025/4/23 下午 2:45,2025/6/9 下午 1:40
Issue,Designer Rev1.10.0 Sprint2,DIAStudio/DIADesigner,509192,Anomaly,[JIRA](調適)示波器出现未知原因，通道无法输入变量，但可以复制粘贴变量(3/3),Critical,High,Closed,陳會杰,IA Internal-SC,"w3a, 1.10.0_initial, jira_voc_sc",JOHNNY.MC.YEH 葉明勳,High,1000,2025/4/16 下午 12:04,2025/5/5 下午 3:10,2025/6/13 上午 11:14
Issue,Designer Rev1.10.0 Sprint2,DIAStudio/DIADesigner,508479,Anomaly,[JIRA] (專案編譯) Corner多機器DIA tag內容會都變成最後一台內容(3/3),Major,High,Closed,呂念緯,IA Internal,"programming_compile_all, 1.10.0_initial, jira_voc_mok",MINGHUNG.TSAI 蔡明宏,High,400,2025/4/14 上午 11:24,2025/5/9 上午 11:10,2025/6/9 上午 11:51
Issue,Designer Rev1.11.0 Sprint3,DIAStudio/DIADesigner,507949,Anomaly,[JIRA](專案管理) [IABGVOC-775] 在轴传动参数以及任务时间配置等更改数值后进行下载，程序可以下载，但是执行的还是更改值之前的程序，软体没有做到防护 - JIRA of Delta Electronics,Blocker,High,Closed,辛昱錦,IA Internal-SC,"w3a, downloaduploadmgr, jira_voc_sc, plan1.11.0, 1.11.0_initial, issue2auto_todo, issue2auto_done",JOHNNY.MC.YEH 葉明勳,High,1000,2025/4/10 下午 4:21,2025/10/21 上午 10:54,2025/10/30 下午 5:23
Issue,Designer Rev1.11.0 Sprint2,DIAStudio/DIADesigner,507936,Anomaly,[JIRA](專案管理) [IABGVOC-809] 下載按鈕連點會跑出多個下載管理員視窗 - JIRA of Delta Electronics,Critical,Medium,Closed,陳軍宇,IA Internal-CoreTech,"w3a, downloaduploadmgr, 1.11.0_initial, plan1.11.0, jira_voc_mok, issue2auto_todo, issue2auto_done",LEANN.TING 丁寧,High,360,2025/4/10 下午 3:56,2025/9/1 下午 1:03,2026/1/12 下午 7:07
Issue,Designer Rev1.13.0 Sprint2,DIAStudio/DIADesigner,507928,Anomaly,[JIRA](程式編輯) [IABGVOC-808] 變數寫入採用錯誤的 size 導致影響其他相鄰的變數,Critical,High,Closed,陳軍宇,IA Internal-CoreTech,"w3a, programming_lang_ld_monitor, jira_voc_mok, 1.13.0_add, userstory_yes",STEWARD.LU 呂名峰,High,600,2025/4/10 下午 3:49,2026/3/18 下午 1:38,2026/4/21 下午 6:12
Issue,Designer Rev1.11.0 Sprint3,DIAStudio/DIADesigner,506868,Anomaly,[JIRA] (調適) [IABGVOC-549] 示波器如果抓取轴错误ID（类型为MC_ERROR)的时候无法显示画面 - JIRA of Delta Electronics,Critical,High,Closed,辛昱錦,IA Internal-SC,"oscilloscope, jira_voc_sc, te_checked, plan1.11.0, 1.11.0_initial, issue2auto_todo",JOHNNY.MC.YEH 葉明勳,High,600,2025/4/7 下午 5:11,2025/9/16 上午 10:25,2025/10/30 下午 5:23
Issue,Unassigned,DIAStudio/DIADesigner,506809,Anomaly,[JIRA] (調適) W3A 機種更改程序后直接切换在線模式，監控表無法線上賦值 (3/3),Major,Medium,Closed,辛昱錦,IA Internal-SC,"w3a, jira_voc_sc",STEWARD.LU 呂名峰,High,240,2025/4/7 下午 3:54,2025/6/9 下午 7:03,2025/6/9 下午 7:03
Issue,Designer Rev1.14.0 Sprint2,DIAStudio/DIADesigner,505913,Anomaly,[JIRA][efficacy](程式編輯) [IABGVOC-785] DIADesigner SP4 發生 Out of Memory Exception,Critical,High,Review,鄧亨禮,IA Internal-CoreTech,"w3a, programming_lang_ld, efficacy, jira_voc_mok, autotest_detect, 1.12.0_initial, escape, 1.13.0_initial, 1.14.0_initial",PINGCHIN.WANG 王昞清,High,600,2025/4/2 下午 2:35,,2026/3/24 下午 2:08
Issue,Designer Rev1.11.0 Sprint1,DIAStudio/DIADesigner,505668,Anomaly,[JIRA](程式編輯) [IABGVOC-772] SP4软件功能块引脚的枚举类型变量，无法填写初始值； - JIRA of Delta Electronics,Major,Medium,Closed,陳會杰,IA Internal-SC,"w3a, programming_glovar, 1.11.0_initial, jira_voc_sc, issue2auto_todo, issue2auto_done, autotest_detect",KF.LIU 劉桂輔,High,1000,2025/4/1 下午 4:50,2025/7/21 下午 4:19,2025/10/30 下午 5:23
Issue,Designer Rev1.10.0 Sprint1,DIAStudio/DIADesigner,504080,Anomaly,[JIRA] (調適) 監控表匯出的 csv 檔案實際值欄位不包含全部監控項目 (3/3),Critical,High,Closed,陳威仲,IA Internal-CoreTech,"escape, programming_monitable, 1.10.0_initial, jira_voc_mok",LEANN.TING 丁寧,High,600,2025/3/25 下午 6:28,2025/6/12 下午 3:07,2026/1/12 下午 7:06
Issue,Designer Rev1.12.0 Sprint1,DIAStudio/DIADesigner,504029,Anomaly,[JIRA] (程式編輯) [IABGVOC-729] ST可正確顯示 enumerator 的名稱，但 LD 不會顯示,Major,Medium,Closed,陳少宇,IA Internal-CoreTech,"w3a, programming_lang_ld_monitor, jira_voc_mok, 1.12.0_initial, issue2auto_todo, userstory_yes, testcase_done",ELVIS.CT.CHANG 張錦宗,High,1000,2025/3/25 下午 4:37,2025/12/2 上午 11:24,2026/4/21 下午 6:16
Issue,Designer Rev1.9.0 Sprint3,DIAStudio/DIADesigner,504028,Anomaly,[JIRA](調適) [IABGVOC-728] Mornitor Table 使用 Set Value 欄位設定 INT 值失敗,Blocker,High,Closed,吳承翰,IA Internal-CoreTech,"programming_monitable, jira_voc_mok",STEWARD.LU 呂名峰,High,1000,2025/3/25 下午 4:32,2025/4/9 上午 10:31,2026/1/12 下午 7:06
Issue,Designer Rev1.10.0 Sprint1,DIAStudio/DIADesigner,504023,Anomaly,[JIRA](運動控制) 編碼器軸綁定參數後產出的 device_config.xml 檔案異常，導致程式邏輯運行錯誤 (3/3),Blocker,High,Closed,陳嘉俊,IA Internal-CoreTech,"w3a, 1.10.0_initial, motion_axisset, jira_voc_ims",HARVEY.XIE 謝孟軒,High,1000,2025/3/25 下午 4:22,2025/6/13 下午 1:30,2025/10/7 下午 4:11
Issue,Designer Rev1.9.0 Sprint3,DIAStudio/DIADesigner,498477,Anomaly,[JIRA](程式編輯)同時修改POU名稱與task，第一次無法變更task,Minor,Remote,Closed,黃亮亮\陳會杰,DGC-China,"1.9.0_add, programming_task, voc_designer, jira_voc_sc",HARVEY.XIE 謝孟軒,High,40,2025/3/5 上午 10:27,2025/3/11 下午 4:48,2026/5/11 上午 11:27
Issue,Designer Rev1.9.0 SP4 Sprint1,DIAStudio/DIADesigner,498260,Anomaly,[JIRA] (程式編輯) Disable EN/ENO 功能下 W3A 機種編譯後產出的檔案內容有誤 (3/3),Blocker,High,Closed,陳軍宇,IA Internal-CoreTech,"w3a, programming_lang_ld_compile, jira_voc_mok",ELVIS.CT.CHANG 張錦宗,High,1000,2025/3/4 下午 2:25,2025/3/10 下午 4:57,2025/6/9 下午 1:43
Issue,Designer Rev1.12.0 Sprint1,DIAStudio/DIADesigner,494938,Anomaly,[JIRA] (程式編輯) [IABGVOC-691] TIME 類型的輸入不符合規格,Blocker,Medium,Closed,吳承翰,IA Internal-CoreTech,"w3a, programming_glovar, 1.10.0_initial, jira_voc_mok, 1.12.0_add, testcase_done, userstory_yes, escape, issue2auto_todo, programming_monitable_readwrite",KF.LIU 劉桂輔,High,600,2025/2/18 下午 2:33,2025/12/2 下午 2:30,2026/5/11 上午 11:27
